01 18 2 0 0 0 3.7 -9.2 96 2 10032 3 35
01 18 3 0 0 0 3.5 -9.9 95 1 10033 3 36
01 18 4 0 0 0 3.5 -10.8 93 1 10034 3 36
01 18 5 0 0 0 3.6 -11.7 92 0 10036 3 36
01 18 6 0 0 0 3.7 -10.5 89 1 10038 4 36
01 18 7 11 3 8 4.1 -7.2 85 4 10041 4 36
01 18 8 78 8 69 4.8 -3.7 81 6 10045 5 36
01 18 9 203 67 136 6 -1.2 76 7 10046 4 36
01 18 10 350 233 117 7.4 0.2 71 7 10046 4 35
01 18 11 347 178 169 8.7 1.5 65 7 10046 3 35
01 18 12 275 72 203 9.6 2.5 65 7 10046 4 34
01 18 13 206 28 178 10 3 69 7 10047 4 26
01 18 14 172 33 139 10 3 73 7 10047 5 18
01 18 15 122 47 75 9.7 2.8 76 7 10048 4 10
01 18 16 14 3 11 9.4 2.5 78 7 10050 3 11
01 18 17 0 0 0 9 2.1 79 7 10051 2 11
01 18 18 0 0 0 8.2 1.1 82 7 10054 3 12
01 18 19 0 0 0 7.3 -0.2 84 6 10057 4 19
01 18 20 0 0 0 6.3 -1.6 87 6 10060 5 27
01 18 21 0 0 0 5.6 -3.5 88 5 10060 4 34
01 18 22 0 0 0 5.1 -6 87 3 10060 3 25
01 18 23 0 0 0 5 -8.2 87 2 10059 2 15
01 19 0 0 0 0 5 -9.5 85 1 10059 2 6
01 19 1 0 0 0 5.1 -10 81 1 10057 3 16
01 19 2 0 0 0 5.1 -10.6 76 0 10056 3 26
01 19 3 0 0 0 5.1 -11.1 73 0 10054 4 36
01 19 4 0 0 0 5.1 -11.2 70 0 10052 4 36
01 19 5 0 0 0 5.1 -11.4 67 0 10049 5 36
01 19 6 0 0 0 4.9 -10.7 64 1 10051 5 36
01 19 7 11 3 8 4.7 -8.8 63 2 10056 5 35
01 19 8 122 44 78 4.6 -6.8 61 4 10062 5 35
01 19 9 128 8 119 4.6 -5.4 60 5 10065 5 34
01 19 10 178 14 164 5.1 -4.4 60 5 10065 5 34
01 19 11 272 67 206 5.9 -3.1 59 6 10064 6 34
01 19 12 264 58 206 6.9 -1.7 59 6 10061 6 34
01 19 13 250 67 183 7.7 -0.5 58 6 10056 5 33
01 19 14 178 36 142 8 0.3 58 7 10050 4 33
01 19 15 61 3 58 7.8 0.1 58 7 10046 3 32
01 19 16 17 3 14 7.2 -0.8 61 7 10042 3 33
